step,stakeholder,query_type,mechanism,epsilon,error_meters,count_error,completeness,latency_ms
2200,operator,count,none,inf,0,8,1.0,0.0
2300,operator,location,none,inf,3.3142438038123117,0,1.0,0.0
2300,operator,count,none,inf,0,8,1.0,0.0
2400,operator,location,none,inf,3.7576543728647893,0,1.0,0.0
2400,operator,count,none,inf,0,8,1.0,0.0
2400,planner,location,none,inf,3.7576543728647893,0,1.0,0.0
2400,planner,count,none,inf,0,8,1.0,0.0
2500,operator,location,none,inf,8.141179372602684,0,1.0,0.0
2500,operator,count,none,inf,0,8,1.0,0.0
2600,operator,location,none,inf,3.7185886983856316,0,1.0,0.0
2600,operator,count,none,inf,0,8,1.0,0.0
2700,operator,location,none,inf,4.314407385321341,0,1.0,0.0
2700,operator,count,none,inf,0,8,1.0,0.0
2700,planner,location,none,inf,4.314407385321341,0,1.0,0.0
2700,planner,count,none,inf,0,8,1.0,0.0
2800,operator,location,none,inf,5.08246985278805,0,1.0,0.0
2800,operator,count,none,inf,0,6,1.0,0.0
2900,operator,location,none,inf,3.574091600272967,0,1.0,0.0
2900,operator,count,none,inf,0,8,1.0,0.0
3000,operator,location,none,inf,3.631676114385008,0,1.0,0.0
3000,operator,count,none,inf,0,8,1.0,0.0
3000,planner,location,none,inf,3.631676114385008,0,1.0,0.0
3000,planner,count,none,inf,0,8,1.0,0.0
3100,operator,location,none,inf,4.34569875924147,0,1.0,0.0
3100,operator,count,none,inf,0,8,1.0,0.0
3200,operator,location,none,inf,3.3714656359888835,0,1.0,0.0
3200,operator,count,none,inf,0,9,1.0,0.0
3300,operator,location,none,inf,6.775689373674993,0,1.0,0.0
3300,operator,count,none,inf,0,9,1.0,0.0
3300,planner,location,none,inf,6.775689373674993,0,1.0,0.0
3300,planner,count,none,inf,0,9,1.0,0.0
3400,operator,location,none,inf,4.1218836828683445,0,1.0,0.0
3400,operator,count,none,inf,0,7,1.0,0.0
3500,operator,location,none,inf,3.403444581590089,0,1.0,0.0
3500,operator,count,none,inf,0,8,1.0,0.0
3600,operator,location,none,inf,3.773071183394286,0,1.0,0.0
3600,operator,count,none,inf,0,10,1.0,1.007080078125
3600,planner,location,none,inf,3.773071183394286,0,1.0,0.0
3600,planner,count,none,inf,0,10,1.0,0.0
3700,operator,location,none,inf,3.7953964878006166,0,1.0,0.0
3700,operator,count,none,inf,0,10,1.0,0.0
3800,operator,location,none,inf,3.634913645571012,0,1.0,0.0
3800,operator,count,none,inf,0,10,1.0,0.0
3900,operator,location,none,inf,4.870863907917516,0,1.0,0.0
3900,operator,count,none,inf,0,10,1.0,0.0
3900,planner,location,none,inf,4.870863907917516,0,1.0,0.0
3900,planner,count,none,inf,0,10,1.0,0.0
4000,operator,location,none,inf,4.723185713156212,0,1.0,1.0251998901367188
4000,operator,count,none,inf,0,11,1.0,0.0
4100,operator,location,none,inf,3.6264389760989486,0,1.0,0.0
4100,operator,count,none,inf,0,10,1.0,0.0
4200,operator,location,none,inf,4.066784391865644,0,1.0,0.0
4200,operator,count,none,inf,0,11,1.0,0.0
4200,planner,location,none,inf,4.066784391865644,0,1.0,1.0144710540771484
4200,planner,count,none,inf,0,11,1.0,0.0
4300,operator,location,none,inf,3.4737999610185963,0,1.0,0.0
4300,operator,count,none,inf,0,10,1.0,0.0
4400,operator,location,none,inf,3.596694323965887,0,1.0,0.0
4400,operator,count,none,inf,0,10,1.0,0.0
4500,operator,location,none,inf,6.268273742055209,0,1.0,0.0
4500,operator,count,none,inf,0,10,1.0,0.0
4500,planner,location,none,inf,6.268273742055209,0,1.0,0.0
4500,planner,count,none,inf,0,10,1.0,0.0
4600,operator,location,none,inf,5.384864983790305,0,1.0,0.0
4600,operator,count,none,inf,0,10,1.0,0.0
4700,operator,location,none,inf,3.383887223373971,0,1.0,0.0
4700,operator,count,none,inf,0,10,1.0,0.0
4800,operator,location,none,inf,4.823774328822827,0,1.0,1.1093616485595703
4800,operator,count,none,inf,0,9,1.0,0.0
4800,planner,location,none,inf,4.823774328822827,0,1.0,0.0
4800,planner,count,none,inf,0,9,1.0,0.0
4900,operator,location,none,inf,4.911364516927637,0,1.0,0.0
4900,operator,count,none,inf,0,10,1.0,0.0
5000,operator,location,none,inf,3.1984568095604926,0,1.0,0.0
5000,operator,count,none,inf,0,10,1.0,0.0
5100,operator,location,none,inf,7.439701802560124,0,1.0,0.0
5100,operator,count,none,inf,0,10,1.0,0.0
5100,planner,location,none,inf,7.439701802560124,0,1.0,1.0190010070800781
5100,planner,count,none,inf,0,10,1.0,0.0
5200,operator,location,none,inf,6.5795574075081635,0,1.0,0.0
5200,operator,count,none,inf,0,10,1.0,0.0
5300,operator,location,none,inf,3.4795149609736464,0,1.0,0.0
5300,operator,count,none,inf,0,10,1.0,0.0
5400,operator,location,none,inf,3.8515114121758183,0,1.0,0.0
5400,operator,count,none,inf,0,10,1.0,0.0
5400,planner,location,none,inf,3.8515114121758183,0,1.0,0.0
5400,planner,count,none,inf,0,10,1.0,0.0
5500,operator,location,none,inf,4.166119701703073,0,1.0,0.0
5500,operator,count,none,inf,0,10,1.0,0.0
5600,operator,location,none,inf,3.4689946824791007,0,1.0,1.0159015655517578
5600,operator,count,none,inf,0,10,1.0,0.0
5700,operator,location,none,inf,3.5657518639010974,0,1.0,0.0
5700,operator,count,none,inf,0,10,1.0,0.0
5700,planner,location,none,inf,3.5657518639010974,0,1.0,0.0
5700,planner,count,none,inf,0,10,1.0,0.0
5800,operator,location,none,inf,4.217242800139259,0,1.0,0.0
5800,operator,count,none,inf,0,10,1.0,0.0
5900,operator,location,none,inf,3.6937031493322365,0,1.0,0.0
5900,operator,count,none,inf,0,10,1.0,0.0
6000,operator,location,none,inf,4.289370797993207,0,1.0,0.0
6000,operator,count,none,inf,0,10,1.0,0.0
6000,planner,location,none,inf,4.289370797993207,0,1.0,0.0
6000,planner,count,none,inf,0,10,1.0,0.0
6100,operator,location,none,inf,3.7127248065388536,0,1.0,0.0
6100,operator,count,none,inf,0,10,1.0,0.0
6200,operator,location,none,inf,3.8585580457741835,0,1.0,1.451253890991211
6200,operator,count,none,inf,0,10,1.0,0.0
6300,operator,location,none,inf,3.8585580457741835,0,1.0,1.1069774627685547
6300,operator,count,none,inf,0,10,1.0,0.0
6300,planner,location,none,inf,3.8585580457741835,0,1.0,0.0
6300,planner,count,none,inf,0,10,1.0,0.0
6400,operator,location,none,inf,3.8585580457741835,0,1.0,0.0
6400,operator,count,none,inf,0,10,1.0,0.0
6500,operator,location,none,inf,0.0,0,1.0,0.0
6500,operator,count,none,inf,0,0,1.0,0.0
